时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出,超额收益(%),cash,dd,risk_on
2020-02-26 16:00:00,3.22,14.71,0,-559.13,3166,-1135,11.13,11642.689692,-0.38822482047485,0
2020-02-27 16:00:00,3.39,15.8,1089.66,0,0,-4344,12,15977.345692,-0.38241346586779,0
2020-02-28 16:00:00,-2.6,10.47,0,-5331.94,554,-4945,13.42,20348.400692,-0.41084980095,0
2020-03-02 16:00:00,1.42,14.38,3912.32,0,2817,-2678,12.78,20151.722692,-0.38998460085107,0
2020-03-03 16:00:00,2.79,15.03,651.1,0,7146,-4901,11.91,17881.821692,-0.38651215893059,0
2020-03-04 16:00:00,3.3,16.02,991.62,0,4170,-4380,12.31,18077.441692,-0.3812236500292,0
2020-03-05 16:00:00,4.78,17.08,1053.63,0,7412,-7369,11.74,18007.072692,-0.37560442399273,0
2020-03-06 16:00:00,4.47,16.26,0,-815.45,2912,-3453,11.29,18534.619692,-0.37995339885121,0
2020-03-09 16:00:00,0.37,13.52,0,-2743.89,3788,-3894,13.1,18626.725692,-0.39458713742392,0
2020-03-10 16:00:00,2.97,15.72,2204,0,3558,0,12.38,15063.725692,-0.38283276214038,0
2020-03-11 16:00:00,1.58,14.55,0,-1171,0,0,12.77,15063.725692,-0.3890779406599,0
2020-03-12 16:00:00,-0.46,11.79,0,-2756.58,0,-3582,12.31,18637.143692,-0.40377934688851,0
2020-03-13 16:00:00,-1.36,10.88,0,-918.08,4622,-3080,12.41,17072.063692,-0.40867565217903,0
2020-03-16 16:00:00,-6.13,7.71,0,-3169.5,558,-4497,14.74,20991.566692,-0.42557921715093,0
2020-03-17 16:00:00,-6.38,7.16,0,-547.93,1373,-1925,14.46,21511.641692,-0.42850141137835,0
2020-03-18 16:00:00,-7.82,5.86,0,-1301,1678,0,14.84,19803.641692,-0.43543990604436,0
2020-03-19 16:00:00,-6.81,6.29,434.08,0,1924,-1925,14.06,19762.716692,-0.43312489676523,0
2020-03-20 16:00:00,-5.92,7.62,1331.05,0,1673,-1946,14.39,19998.770692,-0.42602611807255,0
2020-03-23 16:00:00,-10.14,5.13,0,-2489.02,5967,-6019,16.99,19994.751692,-0.43930055700806,0
2020-03-24 16:00:00,-8.47,6.53,1393.88,0,3613,-5117,16.39,21428.634692,-0.43186669862179,0
2020-03-25 16:00:00,-6.32,7.92,1392.31,0,3039,-1692,15.2,20024.942692,-0.42444124002729,0
2020-03-26 16:00:00,-7.17,6.8,0,-1120.3,2862,-2296,15.05,19446.646692,-0.43041600391687,0
2020-03-27 16:00:00,-7.86,6.86,63,0,0,0,15.98,19446.646692,-0.43008001224588,0
2020-03-30 16:00:00,-10.16,5.63,0,-1237,0,0,17.58,19446.646692,-0.43667718203977,0
2020-03-31 16:00:00,-9.96,6.14,513,0,0,0,17.88,19446.646692,-0.43394124986171,0
2020-04-01 16:00:00,-10.36,5.54,0,-595,0,0,17.74,19446.646692,-0.43711450453218,0
2020-04-02 16:00:00,-8.11,6.92,1380,0,0,0,16.36,19446.646692,-0.42975468697715,0
2020-04-03 16:00:00,-8.63,6.22,0,-703.13,6968,-4134,16.25,16553.512692,-0.43350464201826,0
2020-04-07 16:00:00,-5.51,8.41,2184.84,0,1130,-4156,14.73,19550.356692,-0.42185242953551,0
2020-04-08 16:00:00,-5.13,9.16,752,0,0,0,15.06,19550.356692,-0.41784186228813,0
2020-04-09 16:00:00,-3.95,10.77,1615,0,3715,0,15.33,15830.356692,-0.40922874246829,0
2020-04-10 16:00:00,-6.47,8.48,0,-2296.24,3730,-4245,15.98,16331.111692,-0.42147507888978,0
2020-04-13 16:00:00,-7.44,7.48,0,-1000.66,0,-1664,16.12,17988.447692,-0.42681182126216,0
2020-04-14 16:00:00,-5.57,8.75,1277,0,0,0,15.16,17988.447692,-0.42000132342319,0
2020-04-15 16:00:00,-6.13,8.19,0,-565,0,0,15.26,17988.447692,-0.42301458205985,0
2020-04-16 16:00:00,-5.42,8.9,714.22,0,9147,-10780,15.14,19580.667692,-0.41920550315105,0
2020-04-17 16:00:00,-5.27,8.81,0,-92,0,0,14.86,19580.667692,-0.41969615765472,0
2020-04-20 16:00:00,-3.72,9.4,594,0,0,0,13.63,19580.667692,-0.41652823618538,0
2020-04-21 16:00:00,-4.22,8.33,0,-1069.46,4260,-4464,13.1,19770.203692,-0.42223190279528,0
2020-04-22 16:00:00,-3.33,8.86,526.95,0,4188,-4052,12.61,19620.151692,-0.4194215831279,0
2020-04-23 16:00:00,-3.95,8.79,0,-72,0,0,13.26,19620.151692,-0.41980557360903,0
2020-04-24 16:00:00,-5.84,7.46,0,-1328.66,8692,-10659,14.12,21491.492692,-0.42689157928501,0
2020-04-27 16:00:00,-6.34,7.57,110,0,4064,0,14.85,17422.492692,-0.42630492716106,0
2020-04-28 16:00:00,-7.74,5.46,0,-2110.99,7942,-6992,14.31,16445.500692,-0.43756327207419,0
2020-04-29 16:00:00,-7.96,5.81,354.22,0,11041,-12784,14.96,18120.716692,-0.43567416690385,0
2020-04-30 16:00:00,-5.8,6.88,1067.32,0,20447,-20683,13.46,18261.033692,-0.42998195067676,0
2020-05-06 16:00:00,-3.73,7.93,1045.67,0,23794,-23325,12.11,17658.708692,-0.42440515558846,0
2020-05-07 16:00:00,-3.84,7.44,0,-481.98,8014,-8976,11.73,18586.732692,-0.42697563053477,0
2020-05-08 16:00:00,-2.73,7.92,472,0,0,0,10.95,18586.732692,-0.4244583596029,0
2020-05-11 16:00:00,-2.92,7.31,0,-611,0,0,10.54,18586.732692,-0.4277169454914,0
2020-05-12 16:00:00,-2.62,7.6,298,0,0,0,10.49,18586.732692,-0.4261276515556,0
2020-05-13 16:00:00,-1.83,7.99,386.26,0,4488,-3738,10,17822.994692,-0.42406763862195,0
2020-05-14 16:00:00,-2.73,6.69,0,-1304.2,0,0,9.68,17857.794692,-0.43102319953157,0
2020-05-15 16:00:00,-2.28,6.34,0,-350,0,0,8.82,17857.794692,-0.43288981992596,0
2020-05-18 16:00:00,-2.78,6.72,384.8,0,2503,-199,9.77,15591.595692,-0.43083759879915,0
2020-05-19 16:00:00,-1.51,7.71,987,0,0,0,9.36,15591.595692,-0.42557372928697,0
2020-05-20 16:00:00,-2.68,6.12,0,-1587.52,3410,-1521,9.04,13666.074692,-0.43404029807304,0
2020-05-21 16:00:00,-3.91,5.8,0,-324,0,0,10.11,13666.074692,-0.43576825523813,0
2020-05-22 16:00:00,-5.7,4.66,0,-1132.33,0,-2334,10.99,15992.740692,-0.44180722020288,0
2020-05-25 16:00:00,-5.9,4.7,39,0,0,0,11.26,15992.740692,-0.44159922535894,0
2020-05-26 16:00:00,-3.63,6.16,1456.69,0,4214,-4310,10.16,16074.430692,-0.43383040460949,0
2020-05-27 16:00:00,-4.24,5.76,0,-402.45,1881,-5445,10.44,19587.985692,-0.43597672473698,0
2020-05-28 16:00:00,-4.46,5.93,176.65,0,9316,-8745,10.88,19086.640692,-0.43503458809192,0
2020-05-29 16:00:00,-3.5,7.61,1680.93,0,4280,-2068,11.51,16862.572692,-0.42606983965539,0
2020-06-01 16:00:00,-0.56,10.35,2738.65,0,0,-2550,10.97,19424.222692,-0.41146406838939,0
2020-06-02 16:00:00,-0.41,10.78,427,0,0,0,11.24,19424.222692,-0.40918679150823,0
2020-06-03 16:00:00,-0.55,10.39,0,-393.99,7821,-1989,11,13540.233692,-0.41128801408699,0
2020-06-04 16:00:00,-0.34,10.19,0,-200,0,0,10.57,13540.233692,-0.41235465431236,0
2020-06-05 16:00:00,-0.2,9.67,0,-518.53,0,-4532,9.89,18062.701692,-0.41512008975905,0
2020-06-08 16:00:00,-0.43,9.25,0,-417,0,0,9.72,18062.701692,-0.41734403462894,0
2020-06-09 16:00:00,0.25,9.56,308.15,0,8537,-8847,9.29,18343.854692,-0.41570059270211,0
2020-06-10 16:00:00,0.36,9.5,0,-62,0,0,9.11,18343.854692,-0.41603125117197,0
2020-06-11 16:00:00,-0,9.01,0,-489,3951,0,9.01,14387.854692,-0.41863918652299,0
2020-06-12 16:00:00,0.06,8.54,0,-467,0,0,8.47,14627.854692,-0.42112979144922,0
2020-06-15 16:00:00,0.02,8.6,58.42,0,4519,-8578,8.58,18690.276692,-0.42081821517299,0
2020-06-16 16:00:00,2.06,10.07,1473,0,0,0,7.85,18690.276692,-0.41296240991317,0
2020-06-17 16:00:00,2.5,10.23,160,0,0,0,7.54,18690.276692,-0.41210909773287,0
2020-06-18 16:00:00,2.02,10.4,165.63,0,3800,-3948,8.21,18862.90346,-0.41122577686714,0
2020-06-19 16:00:00,2.65,10.76,359.3,0,2964,-4704,7.9,20588.19946,-0.40930957903507,0
2020-06-22 16:00:00,3.33,10.69,0,-62.32,2436,-6315,7.12,24415.88446,-0.40964191746329,0
2020-06-23 16:00:00,3.51,10.69,0,-3,3673,0,6.94,20737.88446,-0.40965791706667,0
2020-06-24 16:00:00,3.32,10.82,124,0,0,0,7.26,20737.88446,-0.40899660012695,0
2020-06-29 16:00:00,3.05,11.75,938,0,3847,0,8.44,16885.88446,-0.40399405746998,0
2020-06-30 16:00:00,4.85,13.84,2087.88,0,4784,-4117,8.57,16202.76746,-0.39285895750168,0
2020-07-01 16:00:00,5.17,15.4,1561.96,0,0,-4037,9.73,20230.73046,-0.38452869467001,0
2020-07-02 16:00:00,6.41,17.42,2016,0,3993,0,10.35,16232.73046,-0.37377696119832,0
2020-07-03 16:00:00,7.48,17.77,346.08,0,3942,-9918,9.57,22183.81246,-0.37193123628594,0
2020-07-06 16:00:00,11.59,21.55,3780,0,2580,0,8.93,19598.81246,-0.35177173602651,0
2020-07-07 16:00:00,13.11,22.38,835.66,0,2281,-7339,8.2,24634.47346,-0.34731498783966,0
2020-07-08 16:00:00,15.7,24.18,1794.31,0,6005,-7692,7.33,26278.78146,-0.33774558239218,0
2020-07-09 16:00:00,19.16,26.01,1833.33,0,12688,-6669,5.75,20496.11246,-0.32796805943712,0
2020-07-10 16:00:00,18.63,25.93,0,-76.84,4388,-9839,6.15,25922.27346,-0.3283778572785,0
2020-07-13 16:00:00,22.82,29.07,3137,0,0,0,5.09,25922.27346,-0.31164760534363,0
2020-07-14 16:00:00,21.86,28.24,0,-825,4500,0,5.24,21424.27346,-0.31604749627327,0
2020-07-15 16:00:00,18.31,24.91,0,-3332.4,3258,0,5.58,18182.87346,-0.33381985570832,0
2020-07-16 16:00:00,12.12,19.44,0,-5475.87,7312,-8669,6.53,19513.00446,-0.36302376642951,0
2020-07-17 16:00:00,12.36,20.77,1335,0,0,0,7.48,19513.00446,-0.35590394292519,0
2020-07-20 16:00:00,16.19,24.37,3596.94,0,0,-4060,7.04,23563.94446,-0.33672073846404,0
2020-07-21 16:00:00,17.11,24.4,37,0,0,0,6.22,23563.94446,-0.33652341002235,0
2020-07-22 16:00:00,18.22,24.74,336.7,0,4041,-4296,5.52,23804.64846,-0.33472769987014,0
2020-07-23 16:00:00,18.12,23.62,0,-1125.48,7124,-4476,4.66,21137.17246,-0.34073008974156,0
2020-07-24 16:00:00,12.56,20,0,-3619,0,0,6.61,21137.17246,-0.36003094461957,0
2020-07-27 16:00:00,12.59,19.24,0,-756.81,0,-2815,5.91,23944.35746,-0.36406719123037,0
2020-07-28 16:00:00,13.78,20,758.46,0,2556,-2736,5.47,24244.82146,-0.36002215017091,0
2020-07-29 16:00:00,17.14,22.99,2994.81,0,4965,-6186,4.99,25439.63546,-0.34405020477146,0
2020-07-30 16:00:00,16.95,22.64,0,-353,7402,0,4.87,18027.63546,-0.34593282476923,0
2020-07-31 16:00:00,18.48,24.32,1683.79,0,1966,-9210,4.93,25227.42546,-0.33695283404388,0
2020-08-03 16:00:00,22.33,27.64,3318.25,0,6894,-2754,4.34,21069.67146,-0.31925596073757,0
2020-08-04 16:00:00,21.55,27.98,332.68,0,2630,-4320,5.29,22745.35146,-0.3174817113867,0
2020-08-05 16:00:00,23.22,29.62,1647.84,0,1469,-6165,5.19,27405.18646,-0.30869347590786,0
2020-08-06 16:00:00,23.31,30.67,1042,0,4146,0,5.97,23254.18646,-0.3031362803337,0
2020-08-07 16:00:00,21.77,28.33,0,-2339,0,0,5.39,23254.18646,-0.31561063776936,0
2020-08-10 16:00:00,22.09,28.65,326,0,8224,0,5.37,15020.18646,-0.31387201420202,0
2020-08-11 16:00:00,19.68,24.58,0,-4073.09,3312,-1089,4.09,12776.09746,-0.33559461704651,0
2020-08-12 16:00:00,17.67,22.72,0,-1861.23,0,-5226,4.29,17991.87146,-0.345520909647,0
2020-08-13 16:00:00,18.02,22.91,191.66,0,0,-4338,4.14,22320.53346,-0.34449873765263,0
2020-08-14 16:00:00,19.19,24.55,1641.85,0,0,0,4.5,22325.378868,-0.33574244587259,0
2020-08-17 16:00:00,21.77,27.01,2461,0,0,0,4.3,22325.378868,-0.32261743789946,0
2020-08-18 16:00:00,22.94,28.44,1428.92,0,2775,-5080,4.47,24615.298868,-0.3149967201453,0
2020-08-19 16:00:00,20.38,26.37,0,-2070.64,4372,-3640,4.98,23869.658868,-0.32603985972657,0
2020-08-20 16:00:00,18.64,25.08,0,-1287.66,3402,-4659,5.43,25106.999868,-0.33290720415635,0
2020-08-21 16:00:00,19.36,26.24,1153,0,6219,0,5.76,18877.999868,-0.32675802325711,0
2020-08-24 16:00:00,20.34,27.51,1278.73,0,3394,-4266,5.96,19735.733868,-0.31993827764739,0
2020-08-25 16:00:00,19.68,25.92,0,-1596.69,8349,-12693,5.21,24042.040868,-0.32845376255419,0
2020-08-26 16:00:00,16.76,24.79,0,-1126.67,5591,-8670,6.88,27072.370868,-0.33446252026776,0
2020-08-27 16:00:00,18.02,24.66,0,-127.23,13731,-16231,5.63,29481.139868,-0.33514106878033,0
2020-08-28 16:00:00,19.53,25.18,510.87,0,3371,-4127,4.73,30183.012868,-0.33241648032106,0
2020-08-31 16:00:00,19.85,26.26,1087.66,0,11677,-15341,5.35,33781.671868,-0.32661577611665,0
2020-09-01 16:00:00,20.43,26.38,113.31,0,11716,-10693,4.94,32697.978868,-0.32601148709658,0
2020-09-02 16:00:00,20.66,25.1,0,-1277.9,5406,-3895,3.68,31133.083868,-0.33282675815055,0
2020-09-03 16:00:00,19.28,23.56,0,-1540.07,11586,-13075,3.59,32519.008868,-0.34104028787596,0
2020-09-04 16:00:00,19.16,23.17,0,-389.7,8913,-5701,3.37,29241.307868,-0.34311864168828,0
2020-09-07 16:00:00,17.08,20.48,0,-2692.17,9528,-12172,2.9,31793.135868,-0.35747653643231,0
2020-09-08 16:00:00,17.84,20.09,0,-384.86,17636,-15858,1.91,29889.277868,-0.35952906155158,0
2020-09-09 16:00:00,14.1,17.58,0,-2506.8,11297,-8803,3.05,27301.474868,-0.37289834613593,0
2020-09-10 16:00:00,10.06,15.84,0,-1748.23,28615,-26232,5.25,24777.242868,-0.3822220190083,0
2020-09-11 16:00:00,11.85,17.9,2068.18,0,4576,-1820,5.41,22009.422868,-0.3711919991018,0
2020-09-14 16:00:00,13.62,18.66,754,0,0,0,4.44,22009.422868,-0.36717076545217,0
2020-09-15 16:00:00,14.17,20.06,1402,0,0,0,5.16,22009.422868,-0.35969361747235,0
2020-09-16 16:00:00,13.03,19.18,0,-881.11,4792,-6106,5.44,23302.316868,-0.36439273298441,0
2020-09-17 16:00:00,13.23,18.73,0,-447,0,0,4.86,23302.316868,-0.3667766738881,0
2020-09-18 16:00:00,14.97,20.73,2002,0,3422,0,5.01,19875.316868,-0.35609960523219,0
2020-09-21 16:00:00,14.93,20.64,0,-91.15,0,-4152,4.97,24018.164868,-0.3565857371813,0
2020-09-22 16:00:00,13.08,18.72,0,-1927.54,7089,-7536,4.99,24417.628868,-0.36686567434851,0
2020-09-23 16:00:00,13.86,18.42,0,-295.85,1805,-1845,4,24425.783868,-0.36844347523588,0
2020-09-24 16:00:00,10.74,14.96,0,-3463.4,6566,-6405,3.81,24223.378868,-0.38691451068456,0
2020-09-25 16:00:00,10.07,14.95,0,-10.16,6581,-7162,4.43,24742.216868,-0.38696870667441,0
2020-09-28 16:00:00,8.67,14.55,0,-396.39,4163,-5387,5.41,25905.829868,-0.38908271826947,0
2020-09-29 16:00:00,9.85,14.44,0,-114.73,4705,-1730,4.18,22914.099868,-0.38969459643475,0
2020-09-30 16:00:00,9.78,13.86,0,-571,0,0,3.72,22914.099868,-0.39273985427817,0
2020-10-09 16:00:00,13.19,16.15,2286,0,0,0,2.62,22914.099868,-0.38054815650223,0
2020-10-12 16:00:00,16.74,18.42,2266.18,0,6824,-7819,1.44,23861.280868,-0.36846215743942,0
2020-10-13 16:00:00,17.03,18.12,0,-295.88,4784,-6878,0.93,25913.402868,-0.37004013432243,0
2020-10-14 16:00:00,15.95,16.91,0,-1209.99,6079,-4990,0.83,24784.412868,-0.37649325435389,0
2020-10-15 16:00:00,14.92,16.02,0,-885.54,5886,-5536,0.96,24393.876868,-0.38121599594694,0
2020-10-16 16:00:00,14.58,15.95,0,-70.48,4475,-3477,1.2,23382.399868,-0.38159186396275,0
2020-10-19 16:00:00,13.78,14.99,0,-963.94,6058,-4936,1.06,22225.463868,-0.38673272852415,0
2020-10-20 16:00:00,14.86,14.95,0,-39.36,4010,-6363,0.08,24537.100868,-0.3869426593201,0
2020-10-21 16:00:00,13.07,13.32,0,-1627.71,3027,-1710,0.22,23178.390868,-0.39562356412626,0
2020-10-22 16:00:00,12.35,12.81,0,-517.06,1364,-2058,0.41,23845.332868,-0.3983811384345,0
2020-10-23 16:00:00,10.18,11.39,0,-1414,1699,0,1.1,22121.332868,-0.40592228482784,0
2020-10-26 16:00:00,10.3,10.58,0,-810.25,7511,-7246,0.25,21799.086868,-0.41024348970805,0
2020-10-27 16:00:00,10.87,10.94,353.83,0,4768,-4170,0.06,21186.916868,-0.40835644315334,0
2020-10-28 16:00:00,10.92,10.61,0,-330.12,7236,-7119,-0.28,21042.797868,-0.41011703417613,0
2020-10-29 16:00:00,10.74,10.72,116.97,0,11292,-8034,-0.02,17726.763868,-0.40949323097313,0
2020-10-30 16:00:00,8.02,7.75,0,-2974.35,17926,-21346,-0.25,21080.417868,-0.42535601641192,0
2020-11-02 16:00:00,8.07,7.98,227.98,0,13841,-17017,-0.08,24179.400868,-0.42414013721942,0
2020-11-03 16:00:00,10.29,9.53,1556.34,0,8537,-7658,-0.69,23272.742868,-0.41583985231129,0
2020-11-04 16:00:00,10.04,9.13,0,-403.97,9792,-10972,-0.83,24381.770868,-0.4179943162369,0
2020-11-05 16:00:00,12.07,11.11,1980.37,0,10557,-8634,-0.86,22430.136868,-0.40743262605415,0
2020-11-06 16:00:00,10.97,10.44,0,-669.18,9617,-4176,-0.48,16969.960868,-0.4110014762514,0
2020-11-09 16:00:00,13.68,11.64,1202.37,0,9306,-8627,-1.79,16262.333868,-0.40458897921293,0
2020-11-10 16:00:00,12.48,10.71,0,-929.35,4560,-5348,-1.57,17034.985868,-0.40954537901375,0
2020-11-11 16:00:00,10.56,9.96,0,-756,0,0,-0.54,17034.985868,-0.41357727906564,0
2020-11-12 16:00:00,10.77,10.16,207,0,0,0,-0.55,17034.985868,-0.41247330643238,0
2020-11-13 16:00:00,10.93,10.12,0,-46.37,7529,-13372,-0.73,22839.613868,-0.41272061763504,0
2020-11-16 16:00:00,11.95,10.81,692.17,0,4870,-3833,-1.02,21788.780868,-0.40902915181068,0
2020-11-17 16:00:00,10.85,10.93,121.13,0,8975,-4870,0.07,17663.910868,-0.40838314115819,0
2020-11-18 16:00:00,10.86,11.5,570.84,0,0,-2164,0.58,19820.746868,-0.40533875795975,0
2020-11-19 16:00:00,11.46,10.99,0,-507.02,2767,-5022,-0.42,22060.724868,-0.40804280826148,0
2020-11-20 16:00:00,12.25,11.07,78.67,0,4540,-4329,-1.05,21835.395868,-0.40762323999563,0
2020-11-23 16:00:00,12.94,11.59,514.6,0,7273,-6400,-1.2,20935.995868,-0.40487877469576,0
2020-11-24 16:00:00,12.95,11.36,0,-225,0,0,-1.41,20935.995868,-0.4060787449493,0
2020-11-25 16:00:00,11.02,10.03,0,-1329.43,3572,-2428,-0.89,19779.567868,-0.41316885185694,0
2020-11-26 16:00:00,10.21,8.88,0,-1154.38,9551,-3378,-1.21,13553.189868,-0.41932538190733,0
2020-11-27 16:00:00,10.19,8.61,0,-267.14,4312,-4140,-1.43,13367.049868,-0.42075009325635,0
2020-11-30 16:00:00,9.87,7.17,0,-1438.87,0,-7868,-2.46,21217.181868,-0.42842386569532,0
2020-12-01 16:00:00,11.38,8.59,1413,0,328,0,-2.5,20884.181868,-0.4208880525031,0
2020-12-02 16:00:00,11.75,8.79,204.11,0,9858,-10887,-2.65,21882.294868,-0.4197994768215,0
2020-12-03 16:00:00,11.35,8.41,0,-381,0,0,-2.64,21882.294868,-0.42183142645083,0
2020-12-04 16:00:00,11.93,9.26,847,0,2386,0,-2.39,19491.294868,-0.4173142050964,0
2020-12-07 16:00:00,11.7,8.6,0,-659,3633,0,-2.78,15853.294868,-0.42082878463898,0
2020-12-08 16:00:00,11.73,9.61,1008,0,0,0,-1.9,15853.294868,-0.41545291790313,0
2020-12-09 16:00:00,9.54,8.43,0,-1176.9,0,-4896,-1.01,20739.398868,-0.4217295409765,0
2020-12-10 16:00:00,9.58,7.7,0,-730.22,4662,-5224,-1.72,21286.174868,-0.42562397243614,0
2020-12-11 16:00:00,7.81,5.45,0,-2247.07,4089,-3068,-2.19,20252.106868,-0.43760803802581,0
2020-12-14 16:00:00,9.11,6.48,1026,0,22511,-18002,-2.41,15615.104868,-0.43213618433608,0
2020-12-15 16:00:00,9.44,7.59,1116.11,0,2217,-5894,-1.69,19261.210868,-0.42618376655922,0
2020-12-16 16:00:00,8.56,7.43,0,-165,4851,0,-1.04,14405.210868,-0.42706374474514,0
2020-12-17 16:00:00,9.46,8.1,672.96,0,3935,-1037,-1.24,11486.173868,-0.42347469771523,0
2020-12-18 16:00:00,9.06,8.46,354.58,0,4325,-3416,-0.55,10548.757868,-0.42158362992687,0
2020-12-21 16:00:00,11.02,9.48,1021,0,0,0,-1.39,10548.757868,-0.41613843157637,0
2020-12-22 16:00:00,8.67,6.77,0,-2708.81,3722,-2813,-1.75,9596.9448680001,-0.43058507612035,0
2020-12-23 16:00:00,9.52,7.67,906.33,0,0,-4671,-1.69,14258.273868,-0.42575144127627,0
2020-12-24 16:00:00,7.78,6.01,0,-1661.01,4184,-7013,-1.64,17065.260868,-0.43460995767956,0
2020-12-25 16:00:00,8.86,7.87,1857,0,0,0,-0.91,17065.260868,-0.42470620318703,0
2020-12-28 16:00:00,8.16,6.52,0,-1348,4368,0,-1.52,12692.260868,-0.431895358306,0
2020-12-29 16:00:00,7.46,6.57,47,0,0,0,-0.83,12692.260868,-0.43164469785304,0
2020-12-30 16:00:00,8.28,6.79,223.52,0,4320,-4480,-1.38,12837.780868,-0.43045262073717,0
2020-12-31 16:00:00,10.27,7.73,938.88,0,3948,-5115,-2.3,13989.665868,-0.4254453581972,0
2021-01-04 16:00:00,12.8,8.91,1175,0,0,0,-3.45,13989.665868,-0.41917884687317,0
2021-01-05 16:00:00,12.94,9.43,522,0,0,0,-3.11,13989.665868,-0.41639491588496,0
2021-01-06 16:00:00,11.57,8.46,0,-969,0,0,-2.79,13989.665868,-0.42156278777687,0
2021-01-07 16:00:00,9.77,6.38,0,-2076.67,2427,-3675,-3.09,15223.990868,-0.43263811322693,0
2021-01-08 16:00:00,9.25,7.27,891,0,0,0,-1.81,15223.990868,-0.42788623102292,0
2021-01-11 16:00:00,7.44,6.07,0,-1199,0,0,-1.28,15223.990868,-0.434280739174,0
2021-01-12 16:00:00,8.91,6.09,12,0,2220,0,-2.59,12998.990868,-0.43421674076047,0
2021-01-13 16:00:00,8.07,5.36,0,-731,0,0,-2.51,12998.990868,-0.43811531078419,0
2021-01-14 16:00:00,7.95,7.99,2630,0,0,0,0.04,12998.990868,-0.42408899182062,0
2021-01-15 16:00:00,8.31,9.17,1179.43,0,8482,-9574,0.79,14061.416868,-0.4177988757484,0
2021-01-18 16:00:00,10.36,11.89,2729,0,3762,0,1.39,10294.416868,-0.40324456987328,0
2021-01-19 16:00:00,9.73,12.54,650.38,0,3648,-5621,2.56,12251.795868,-0.39977596785761,0
2021-01-20 16:00:00,10.68,12.62,74.21,0,4424,-4792,1.75,12605.003868,-0.39938020166839,0
2021-01-21 16:00:00,11.91,12.84,218,0,0,0,0.83,12605.003868,-0.39821756382274,0
2021-01-22 16:00:00,11.52,12.29,0,-543,0,0,0.69,12605.003868,-0.40111349203461,0
2021-01-25 16:00:00,10.45,12.21,0,-81,0,0,1.59,12605.003868,-0.40154548132588,0
2021-01-26 16:00:00,8.4,10.82,0,-1392,0,0,2.23,12605.003868,-0.40896929729443,0
2021-01-27 16:00:00,8.47,12.23,1407,0,0,0,3.47,12605.003868,-0.40146548330898,0
2021-01-28 16:00:00,6.17,12.76,534,0,0,0,6.21,12605.003868,-0.39861755390725,0
2021-01-29 16:00:00,4.59,11.79,0,-972.14,4720,-8138,6.88,15969.865868,-0.40380216138429,0
2021-02-01 16:00:00,5.28,11.14,0,-645.09,7332,-8094,5.57,16668.771868,-0.407242577432,0
2021-02-02 16:00:00,6.47,11.17,26.23,0,5216,-5772,4.41,17183.999868,-0.40710269823285,0
2021-02-03 16:00:00,4.64,9.24,0,-1933,1286,0,4.4,15872.999868,-0.41741177601101,0
2021-02-04 16:00:00,2.33,7,0,-2237.74,1335,-1736,4.56,16242.263868,-0.42934607216777,0
2021-02-05 16:00:00,0.29,5.95,0,-1052.75,7132,-7750,5.64,16772.513868,-0.43496059965404,0
2021-02-08 16:00:00,1.02,7.1,1151.92,0,5829,-4081,6.02,14985.432868,-0.42881718394522,0
2021-02-09 16:00:00,3.76,9.47,2370.24,0,997,-1764,5.5,15725.668868,-0.41617623863916,0
2021-02-10 16:00:00,4.58,10.25,780,0,3880,0,5.42,11840.668868,-0.41201634176023,0
2021-02-18 16:00:00,6.26,12.86,2608.05,0,3286,-4946,6.21,13485.722868,-0.39810706522859,0
2021-02-19 16:00:00,8.3,16,3141.7,0,7648,-1302,7.11,7108.4208680001,-0.38135175791482,0
2021-02-22 16:00:00,8.41,17.19,1190.98,0,0,-4016,8.1,11110.404868,-0.37500000070398,0
2021-02-23 16:00:00,7.67,17.49,301,0,0,0,9.12,11110.404868,-0.37339470716481,0
2021-02-24 16:00:00,6.81,16.62,0,-871.85,541,-5850,9.18,16398.554868,-0.37804445856723,0
2021-02-25 16:00:00,6.17,16.14,0,-480,552,0,9.39,15836.554868,-0.38060439510811,0
2021-02-26 16:00:00,4.94,14.62,0,-1517.89,541,-1890,9.22,17168.664868,-0.38869960776652,0
2021-03-01 16:00:00,7.76,16.6,1983.07,0,4485,-3928,8.2,16597.736868,-0.37812348594153,0
2021-03-02 16:00:00,7.29,16.05,0,-558,0,0,8.16,16597.736868,-0.3810994121703,0
2021-03-03 16:00:00,8.73,16.95,901.49,0,2945,-3507,7.56,17106.229868,-0.37629156868687,0
2021-03-04 16:00:00,6.76,16.32,0,-628.1,9908,-9098,8.95,16267.131868,-0.37964134164823,0
2021-03-05 16:00:00,7.11,16.07,0,-249.99,8900,-5994,8.37,13285.137868,-0.38097460993074,0
2021-03-08 16:00:00,4.98,14.97,0,-1096.06,11438,-15058,9.52,16840.079868,-0.38682010769141,0
2021-03-09 16:00:00,1.64,12.34,0,-2637.34,5775,-6336,10.53,17309.743868,-0.40088555101845,0
2021-03-10 16:00:00,0.84,10.86,0,-1480,4166,0,9.94,13133.743868,-0.40877868868616,0
2021-03-11 16:00:00,3.19,13.8,2947,0,0,0,10.28,13133.743868,-0.39306174496538,0
2021-03-12 16:00:00,3.2,14.71,903.89,0,0,-2110,11.15,15236.633868,-0.38824111779885,0
